NATS=   2400
1.0
 0.0          28.809599 0.0          28.809599 0.0          28.809599
 O         6.171474       13.338704        4.832645
 H         6.346550       12.411973        4.832645
 H         7.380815       15.648515       17.892136
 O         8.322372       15.702837       17.892136
 H         8.497447       14.776106       17.892136
 H        12.518601        6.052390       21.758032
 O        13.460159        6.106711       21.758032
 H        13.635235        5.179980       21.758032
 H         6.908480       13.564026        1.816101
 O         7.850037       13.618348        1.816101
 H         8.025112       12.691617        1.816101
 H        16.776627        0.904555       16.723648
 O        17.718185        0.958877       16.723648
 H        17.893259        0.032146       16.723648
 H         4.567811       12.090653       23.772762
 O         5.509369       12.144976       23.772762
 H         5.684444       11.218245       23.772762
 H        24.455086       27.379690       21.128918
 O        25.396645       27.434013       21.128918
 H        25.571718       26.507282       21.128918
 H         0.450064       23.333727        5.850223
 O         1.391621       23.388050        5.850223
 H         1.566697       22.461319        5.850223
 H         7.531726       26.584192        5.090698
 O         8.473284       26.638515        5.090698
 H         8.648359       25.711784        5.090698
 H        15.902225       11.406946        2.639653
 O        16.843784       11.461268        2.639653
 H        17.018858       10.534537        2.639653
 H        12.754728       25.714470        8.066695
 O        13.696286       25.768793        8.066695
 H        13.871362       24.842062        8.066695
 H         9.571859       12.333147       21.582899
 O        10.513417       12.387469       21.582899
 H        10.688493       11.460738       21.582899
 H         7.722261       15.551471        8.527155
 O         8.663818       15.605793        8.527155
 H         8.838894       14.679062        8.527155
 H        14.913379       19.750687        7.266989
 O        15.854937       19.805010        7.266989
 H        16.030012       18.878279        7.266989
 H         1.467342       20.105026       11.275203
 O         2.408900       20.159349       11.275203
 H         2.583975       19.232618       11.275203
 H        20.333391       15.986710       20.414988
 O        21.274950       16.041033       20.414988
 H        21.450024       15.114301       20.414988
 H         9.689113        0.457786       12.073596
 O        10.630671        0.512108       12.073596
 H        10.805746       -0.414623       12.073596
 H        16.290558       13.533795        6.847124
 O        17.232117       13.588118        6.847124
 H        17.407190       12.661386        6.847124
 H         0.047678       16.867222        7.752451
 O         0.989236       16.921545        7.752451
 H         1.164311       15.994813        7.752451
 H        14.639096       18.825205       17.639463
 O        15.580654       18.879528       17.639463
 H        15.755730       17.952797       17.639463
 H        28.686146       21.822559        9.328755
 O        29.627705       21.876883        9.328755
 H        29.802778       20.950151        9.328755
 H        28.166277        7.456424       15.160962
 O        29.107836        7.510746       15.160962
 H        29.282909        6.584014       15.160962
 H         1.414164        6.018391       10.900980
 O         2.355722        6.072713       10.900980
 H         2.530797        5.145982       10.900980
 H        19.358912       25.079845        9.132851
 O        20.300470       25.134169        9.132851
 H        20.475544       24.207438        9.132851
 H        15.988576       10.969618       27.556511
 O        16.930134       11.023940       27.556511
 H        17.105209       10.097209       27.556511
 H        23.558422       10.445337       25.478701
 O        24.499981       10.499660       25.478701
 H        24.675055        9.572928       25.478701
